verdict,statement,sentiment
pants-fire,"""I'm 59. In either Canada or Great Britain, if I broke my hip, I couldn’t get it replaced.""",0.3182
false,It’s safer to be unvaccinated than vaccinated against COVID-19.,0.4215
half-true,"Says President Barack Obama ""has allowed, each year he's been here, the prosecutions of gun cases (for background check failures) to go down. ... They've declined every year since President Bush left office.""",-0.34
mostly-true,"""There are more immigrants in our country right now than any other time.""",0.0
half-true,"""Mr. Renacci was registered as a foreign trade lobbyist in the United States government.""",0.4215
pants-fire,"Says ""Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.""",-0.2263
pants-fire,"Says Gov. John Kasich implied that a portion of workers’ compensation rebates to employers ""should be directed back to him in the form of campaign cash.""",0.0
false,"Says Patrick Morrisey undertook ""efforts to put educators in jail.""",0.0
mostly-true,"In 2011, Milwaukee Public Schools ""will provide 77 cents in employee benefits for every dollar it spends on wages.""",0.3818
mostly-false,Says Matt Bevin has repeatedly failed to pay his taxes.,-0.5719
pants-fire,"Amazon has a ""no-tax monopoly.""",0.1779
false,"A Big Boy restaurant sign said Donald Trump ""was right"" when he ""predicted if Biden was elected, you'd see $5, $6 and $7 gas.""",0.0
mostly-true,"Says ""Claire McCaskill receives the second-most contributions from insurance companies in the entire Senate.""",0.0
half-true,"The New York Police Department used to have ""surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out.""",-0.3384
true,"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year.""",0.0
true,"""More people now die in Wisconsin from drug overdoses than car crashes.""",-0.6326
false,"""The price of insulin increases as waistlines increase.""",0.0
half-true,"In Georgia, ""hard-earned lottery dollars are doled out to the scion[s] of wealthy families.""",0.3612
mostly-true,"""The Kenosha casino would be one of the state’s largest employers and pay more to the state than any other company or Tribe – essentially, it would be Wisconsin’s biggest taxpayer.""",-0.1027
mostly-false,Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.,0.0
false,"""The Second Amendment, from the day it was passed, limited the type of people who could own a gun and what type of weapon you could own.""",-0.6705
pants-fire,"""Obama’s lawyers officially admit birth certificate is fake.""",0.2023
half-true,"""Our economy created over 6.5 million new jobs just last year, more jobs in one year than ever before in the history of the United States of America.""",0.5859
false,"Says an image shows the Highland Park shooting suspect ""in jail or rehab or a psychiatric center"" before the shooting.",-0.296
true,"""As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!""",-0.2481
mostly-true,"Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.""",0.0
true,"""I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.""",-0.3818
half-true,"John Boehner wants to reopen a tax loophole ""that actually rewarded corporations for shipping jobs and profits overseas.""",0.7269
false,"Dan Branch ""once lobbied for the AFL-CIO.""",0.0
true,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",0.0
mostly-false,"""Toledo … is fourth in the nation behind much bigger cities — Miami, Las Vegas, Portland — in number of human trafficking arrests and rescues.""",-0.3818
mostly-false,"Says Joe Biden said, ""You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!""",0.5696
mostly-false,"John McCain worries about nuclear waste in Arizona, but not in Nevada.",-0.4215
true,"Says Mitt Romney said he does not ""line up with the NRA.""",0.0
false,"""We spend almost twice as much per capita on health care as do the people of any other country.""",0.4939
pants-fire,"""Ashli Babbitt Tried To Stop Antifa False Flag On Jan 6th""",-0.296
false,"""Food waste is the 3rd largest contributor"" of greenhouse gas emissions.",-0.4215
true,"""Our economy actually shrank during the last three months of 2012.""",0.0
pants-fire,"""Since 2000, the Department of Defense and the Department of Energy have been spraying the entire United States sky with the toxic brew of chemicals and other biologic agents.""",0.6597
pants-fire,"""NASA will pay you $18,000 to stay in bed and smoke weed for 70 straight days.""",0.128
mostly-true,"""One generation ago we led the world in college graduation. We're 16th today.""",0.0
mostly-false,"Says President Barack Obama’s homeland security budget had ""$16 million to fight climate change"" but ""didn't have a line item to fight violent extremism.""",-0.8705
mostly-false,"""Most of the requests for records possessed by the Attorney General’s Office are from private law firms and companies.""",0.0
mostly-false,"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments.""",-0.0237
mostly-false,"Says opponent Mary Burke told reporters she would have ""required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.""",0.6249
pants-fire,"Sheldon Whitehouse voted for a ""$525-billion tax increase on the middle class.""",0.3182
false,"""Today, you can't rely on (the retirement fund for public employees), it's not funded.""",0.0
false,"""The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.""",0.4404
pants-fire,"""The stimulus has not created one private sector job.""",-0.1877
false,"""More businesses went out of business last year than were started for the first time in our history.""",0.0
half-true,"""As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery.""",0.5423
mostly-false,"""Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.""",0.0
mostly-true,"""Americans now spend 100 days out of the year working for government before we even start working for ourselves.""",0.0
pants-fire,"""Mitt Romney: ‘Trump has some very serious emotional problems, he must resign before we…’""",-0.6222
mostly-false,"""Scott Walker raises nearly 70 percent of his money from out of state""",0.0
false,"""Many just call him 'Lyin' Ted.' ... His TV ad about John Kasich? Lie! Stations had to pull it off the air.""",0.0
mostly-false,"""At my first ‘Let’s Get to Work Day’ … we sold out;"" more than 240 dozen doughnuts by 8:30 a.m.",0.0
half-true,Says he passed a bill to stop a military requirement that wounded soldiers pay for meals and phone calls.,-0.3818
true,"""New data shows in-person learning isn't driving spikes in cases.""",0.0
half-true,"""Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.""",0.6705
false,"Job growth in the United States is now at the ""fastest pace in this country's history.""",0.6597
false,"The voting bill known as H.R. 1 ""would force states to adopt universal mail-in ballots.""",0.1779
false,"""58,000 non-citizens voted in Texas, with 95,000 non-citizens registered to vote.""",0.0
false,"""Steve Southerland did not pay his taxes in '05, '06, '07, '08 or '09.""",0.0762
mostly-false,"Says Gov. Rick Scott ""cut nearly $1 million from mosquito control and closed down the state’s mosquito research lab a few years ago.""",-0.2732
true,"""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, he went on to say he doesn't trust Donald Trump with the nuclear codes.""",-0.0263
false,"""Joe Biden uses the ATF to illegally track your gun transactions.""",-0.34
mostly-false,"With Obamacare, ""we're fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.""",0.0
